"","QUINCENA","estado","CONFIRMADOS","DEFUNCIONES","HOSPITALIZADOS","CONFIRMADOS_100k","DEFUNCIONES_100k","HOSPITALIZADOS_100k"
"594","2020-09-11","Nayarit",447,51,246,34.6895902515267,3.95787271326143,19.0909154404375
"595","2020-09-11","Nuevo León",4929,312,1304,87.8585664241243,5.56134565313994,23.2435728579951
"596","2020-09-11","Oaxaca",1756,95,461,42.3786795662605,2.29269621799245,11.1256100683634
"597","2020-09-11","Puebla",1746,195,867,26.4367166930302,2.95255426984014,13.1275105228277
"598","2020-09-11","Querétaro",1081,90,360,47.4198304379162,3.9479969837303,15.7919879349212
"599","2020-09-11","Quintana Roo",660,68,282,38.2995243315137,3.94601159779232,16.364342214374
"600","2020-09-11","San Luis Potosí",2173,160,573,75.8162017094757,5.58241706098302,19.9920310996454
"601","2020-09-11","Sinaloa",1182,137,610,37.444474785803,4.34001103693318,19.3241367337901
"602","2020-09-11","Sonora",1934,69,307,62.8995250012603,2.24408853417113,9.98456782594979
"603","2020-09-11","Tabasco",1589,65,335,61.7738222834388,2.52693420290971,13.0234301226885
"604","2020-09-11","Tamaulipas",1680,107,743,46.0198071441368,2.93102343120395,20.3528075643414
"605","2020-09-11","Tlaxcala",413,23,126,29.9272976809605,1.66665338174841,9.13036200436084
"606","2020-09-11","Veracruz de Ignacio de la Llave",2099,260,1005,24.5788515083733,3.04454568469608,11.7683400504598
"607","2020-09-11","Yucatán",1446,77,318,64.0078473797949,3.40844000570139,14.0764145690005
"608","2020-09-11","Zacatecas",914,93,282,54.8479200396537,5.58080586836739,16.922443600856
"609","2020-09-25","Aguascalientes",869,69,296,60.5728983330255,4.80958571343931,20.6324256692469
"610","2020-09-25","Baja California",1188,125,432,32.6834426999825,3.43891442550321,11.8848882545391
"611","2020-09-25","Baja California Sur",1025,28,140,127.375395795742,3.4795230071032,17.397615035516
"612","2020-09-25","Campeche",155,10,80,15.490442397041,0.99938338045426,7.99506704363408
"613","2020-09-25","Chiapas",148,10,100,2.58273161212886,0.174508892711409,1.74508892711409
"614","2020-09-25","Chihuahua",2785,264,858,73.2608055742398,6.94465086951501,22.5701153259238
"615","2020-09-25","Ciudad de México",12898,627,2657,143.014832050713,6.95226389330104,29.461188460129
"616","2020-09-25","Coahuila de Zaragoza",2542,139,659,78.9754933638216,4.31848685191629,20.4739772331859
"617","2020-09-25","Colima",733,63,194,93.3576003657886,8.0239138104293,24.7085599876712
"618","2020-09-25","Durango",1379,71,239,73.7829294444718,3.79883103013597,12.7876143127112
"619","2020-09-25","Guanajuato",2835,154,588,45.5189521810161,2.4726344394626,9.4409678597663
"620","2020-09-25","Guerrero",1710,142,529,46.759025312219,3.88291321306146,14.4652189416163
"621","2020-09-25","Hidalgo",1022,151,457,33.1128617223742,4.8924091194506,14.8068275999266
"622","2020-09-25","Jalisco",3177,284,1262,37.7778356475082,3.37705550012349,15.0064931026614
"623","2020-09-25","México",5325,588,2874,30.5546486387545,3.37392176518078,16.4909033216489
"624","2020-09-25","Michoacán de Ocampo",1878,162,523,38.9190452772733,3.35723393765617,10.8384774653961
"625","2020-09-25","Morelos",384,48,241,18.786159688228,2.3482699610285,11.7902720959973
"626","2020-09-25","Nayarit",367,55,215,28.4811624660186,4.26829410253684,16.6851496735531
"627","2020-09-25","Nuevo León",5450,335,1482,97.1453006718355,5.9713166468009,26.4163918524147
"628","2020-09-25","Oaxaca",1652,79,452,39.8687805486688,1.90655790759372,10.9084072687641
"629","2020-09-25","Puebla",1485,135,750,22.4848363626288,2.04407603296625,11.3559779609236
"630","2020-09-25","Querétaro",1350,91,377,59.2199547559546,3.99186361688286,16.5377206985147
"631","2020-09-25","Quintana Roo",706,65,233,40.9688851182556,3.7719228508309,13.5208926806708
"632","2020-09-25","San Luis Potosí",2115,152,514,73.7925755248693,5.30329620793387,17.933514808408
"633","2020-09-25","Sinaloa",1172,123,602,37.1276856590196,3.89650625943636,19.0707054323633
"634","2020-09-25","Sonora",1972,89,315,64.1353998461661,2.89454897885841,10.2447520038247
"635","2020-09-25","Tabasco",1079,33,270,41.9471077683011,1.28290505686185,10.4964959197788
"636","2020-09-25","Tamaulipas",1369,88,680,37.5006642740019,2.41056132659764,18.6270647964363
"637","2020-09-25","Tlaxcala",309,32,115,22.3911258678373,2.31882209634561,8.33326690874203
"638","2020-09-25","Veracruz de Ignacio de la Llave",1700,180,835,19.9066448614743,2.10776239709728,9.7776755643124
"639","2020-09-25","Yucatán",1314,75,310,58.1648073700211,3.31990909646239,13.7222909320446
"640","2020-09-25","Zacatecas",1112,84,285,66.7296357594037,5.04072788110603,17.1024695966098
"641","2020-10-09","Aguascalientes",1146,116,492,79.8809453275572,8.08568032983999,34.2944372610455
"642","2020-10-09","Baja California",1409,170,559,38.7634434042722,4.67692361868436,15.3788253108504
"643","2020-10-09","Baja California Sur",1108,30,146,137.689696138227,3.72806036475343,18.1432271084667
"644","2020-10-09","Campeche",136,9,71,13.5916139741779,0.899445042408834,7.09562200122524
"645","2020-10-09","Chiapas",106,4,107,1.84979426274094,0.0698035570845637,1.86724515201208
"646","2020-10-09","Chihuahua",7273,673,1644,191.319870355995,17.7035986181197,43.2462349601616
"647","2020-10-09","Ciudad de México",16118,643,2659,178.718643432578,7.1296741361923,29.4833647404904
"648","2020-10-09","Coahuila de Zaragoza",3584,292,966,111.348610627827,9.07192921409753,30.0119302082816
"649","2020-10-09","Colima",645,53,200,82.1495937734429,6.75027669766275,25.4727422553311
"650","2020-10-09","Durango",2698,134,345,144.355579145167,7.16962476110168,18.459108526717
"651","2020-10-09","Guanajuato",3704,191,718,59.4716750894122,3.06670894764518,11.5282566722997
"652","2020-10-09","Guerrero",1174,67,406,32.1023951558744,1.83207876954309,11.1018504542462
"653","2020-10-09","Hidalgo",1246,150,530,40.3704752505659,4.86000905905689,17.1720320086677
"654","2020-10-09","Jalisco",3510,398,1544,41.7375521318079,4.73263411637024,18.3597665217981
"655","2020-10-09","México",5199,647,2908,29.8316654033587,3.712461534136,16.6859940359621
"656","2020-10-09","Michoacán de Ocampo",1822,143,513,37.7585199654909,2.96348427830143,10.6312408025779
"657","2020-10-09","Morelos",399,44,228,19.5199940510494,2.15258079760946,11.1542823148854
"658","2020-10-09","Nayarit",341,47,221,26.4634234357284,3.64745132398603,17.1507817574662
"659","2020-10-09","Nuevo León",6619,373,1833,117.982522045299,6.64866002763204,32.6729057121972
"660","2020-10-09","Oaxaca",1617,78,430,39.0241029946715,1.8824242631938,10.3774670919658
"661","2020-10-09","Puebla",1724,151,750,26.1036080061764,2.28633689613262,11.3559779609236
"662","2020-10-09","Querétaro",2452,102,438,107.560984490075,4.47439658156101,19.2135853208208
"663","2020-10-09","Quintana Roo",548,38,200,31.8002111116205,2.20512412817806,11.6059164640951
"664","2020-10-09","San Luis Potosí",2814,216,611,98.1807600600389,7.53626303232708,21.3178551516289
"665","2020-10-09","Sinaloa",1313,140,604,41.5944123466661,4.43504777496821,19.13406325772
"666","2020-10-09","Sonora",1881,77,340,61.175804822839,2.50427271204604,11.0578275596838
"667","2020-10-09","Tabasco",1024,42,354,39.8089326735314,1.63278825418781,13.7620724281544
"668","2020-10-09","Tamaulipas",1415,118,777,38.7607304219962,3.23234359702865,21.2841608041633
"669","2020-10-09","Tlaxcala",347,40,167,25.1447271072477,2.89852762043201,12.1013528153036
"670","2020-10-09","Veracruz de Ignacio de la Llave",1527,167,766,17.880851002042,1.95553511286248,8.96969997875844
"671","2020-10-09","Yucatán",1427,79,291,63.1668037420245,3.49697091494039,12.8812472942741
"672","2020-10-09","Zacatecas",1815,125,377,108.915727431041,7.50108315640778,22.6232667997259
"673","2020-10-23","Aguascalientes",1770,135,565,123.376329170834,9.41005900455517,39.3828395375827
"674","2020-10-23","Baja California",1491,196,576,41.0193712674023,5.39221781918903,15.8465176727188
"675","2020-10-23","Baja California Sur",1002,30,133,124.517216182764,3.72806036475343,16.5277342837402
"676","2020-10-23","Campeche",139,3,57,13.8914289883142,0.299815014136278,5.69648526858928
"677","2020-10-23","Chiapas",69,4,96,1.20411135970872,0.0698035570845637,1.67528537002953
"678","2020-10-23","Chihuahua",6481,858,2080,170.48591774745,22.5701153259238,54.7154310931486
"679","2020-10-23","Ciudad de México",20379,692,3093,225.965208742555,7.67299300504677,34.2956175789157
"680","2020-10-23","Coahuila de Zaragoza",4155,416,1331,129.088581796491,12.9243923050157,41.3518417259035
"681","2020-10-23","Colima",427,26,125,54.384304715132,3.31145649319305,15.920463909582
"682","2020-10-23","Durango",3641,192,501,194.81047578486,10.272895180086,26.8058358605369
"683","2020-10-23","Guanajuato",5210,196,799,83.6521131792218,3.14698928658877,12.8287981631858
"684","2020-10-23","Guerrero",742,78,367,20.2895887612085,2.13286782125911,10.0354165436166
"685","2020-10-23","Hidalgo",1492,196,599,48.3408901074192,6.35041183716766,19.4076361758338
"686","2020-10-23","Jalisco",3320,365,1395,39.4782544380633,4.34022978008829,16.5880014882826
"687","2020-10-23","México",5850,695,3215,33.5670787862374,3.98788371904871,18.4475484269664
"688","2020-10-23","Michoacán de Ocampo",1595,114,483,33.054247719516,2.36249795612841,10.009530814123
"689","2020-10-23","Morelos",362,40,248,17.7098692894233,1.95689163419042,12.1327281319806
"690","2020-10-23","Nayarit",226,23,163,17.5388084940605,1.78492298833359,12.6496716129728
"691","2020-10-23","Nuevo León",5996,331,1772,106.87765556483,5.90001734355551,31.5855913377051
"692","2020-10-23","Oaxaca",1279,74,411,30.8669311874984,1.78588968559412,9.91892784836735
"693","2020-10-23","Puebla",1723,157,685,26.0884667022285,2.37718471982001,10.3717932043102
"694","2020-10-23","Querétaro",3140,112,484,137.741228099035,4.9130629130866,21.2314504458385
"695","2020-10-23","Quintana Roo",437,22,179,25.3589274740477,1.27665081105046,10.3872952353651
"696","2020-10-23","San Luis Potosí",2609,186,609,91.0282882006544,6.48955983339276,21.2480749383666
"697","2020-10-23","Sinaloa",1127,107,566,35.7021345884941,3.38964365658285,17.9302645759429
"698","2020-10-23","Sonora",1880,123,416,61.1432818006046,4.00033173482679,13.5295772494955
"699","2020-10-23","Tabasco",1018,24,248,39.5756772086474,0.933021859535892,9.64122588187088
"700","2020-10-23","Tamaulipas",1461,91,736,40.0207965699904,2.49273955364074,20.1610583679075
"701","2020-10-23","Tlaxcala",372,22,129,26.9563068700177,1.59419019123761,9.34775157589324
"702","2020-10-23","Veracruz de Ignacio de la Llave",1248,137,691,14.6138192865412,1.60424138001293,8.09146564663457
"703","2020-10-23","Yucatán",1178,64,278,52.1447055417693,2.83298909564791,12.3057963842206
"704","2020-10-23","Zacatecas",2414,218,526,144.860917916547,13.0818890247752,31.564557922164
"705","2020-11-06","Aguascalientes",1937,138,579,135.016920680173,9.61917142687861,40.3586975084255
"706","2020-11-06","Baja California",1582,284,754,43.5229009691686,7.81321357474329,20.7435318146354
"707","2020-11-06","Baja California Sur",892,31,127,110.847661512002,3.85232904357854,15.7821222107895
"708","2020-11-06","Campeche",142,7,59,14.1912440024505,0.699568366317982,5.89636194468013
"709","2020-11-06","Chiapas",109,2,96,1.90214693055436,0.0349017785422818,1.67528537002953
"710","2020-11-06","Chihuahua",3329,560,1562,87.5709952447555,14.7310776020015,41.0891843112971
"711","2020-11-06","Ciudad de México",22148,887,3744,245.580128722219,9.83518034028393,41.5139968365536
"712","2020-11-06","Coahuila de Zaragoza",4071,485,1346,126.478848734901,15.0681016056072,41.8178654869016
"713","2020-11-06","Colima",275,22,85,35.0250206010803,2.80200164808642,10.8259154585157
"714","2020-11-06","Durango",3044,175,509,162.86819233428,9.36331591934921,27.2338731597071
"715","2020-11-06","Guanajuato",6481,369,1148,104.059375338683,5.92468901403702,18.4323658214485
"716","2020-11-06","Guerrero",687,57,330,18.7856435026283,1.55863417707397,9.02367155148087
"717","2020-11-06","Hidalgo",1567,219,647,50.7708946369476,7.09561322622305,20.962839074732
"718","2020-11-06","Jalisco",3316,363,1391,39.4306902760897,4.3164476991015,16.5404373263091
"719","2020-11-06","México",6629,841,3676,38.0369513288834,4.82562619815823,21.0927489945656
"720","2020-11-06","Michoacán de Ocampo",1544,117,476,31.9973407391427,2.4246689549739,9.86446515015021
"721","2020-11-06","Morelos",473,45,229,23.1402435743017,2.20150308846422,11.2032046057402
"722","2020-11-06","Nayarit",204,29,129,15.8314908530457,2.2505550722467,10.0110898041319
"723","2020-11-06","Nuevo León",7399,269,1889,131.885886178149,4.79487814325206,33.6710959576325
"724","2020-11-06","Oaxaca",1398,64,422,33.7388348710889,1.54455324159492,10.1843979367665
"725","2020-11-06","Puebla",1948,150,775,29.4952600905056,2.27119559218473,11.7345105596211
"726","2020-11-06","Querétaro",4000,167,536,175.466532610236,7.32572773647734,23.5125153697716
"727","2020-11-06","Quintana Roo",351,42,173,20.3683833944868,2.43724245745996,10.0391177414422
"728","2020-11-06","San Luis Potosí",2939,220,655,102.542023388932,7.67582345885165,22.8530198433992
"729","2020-11-06","Sinaloa",1011,116,547,32.0273807178061,3.67475387068795,17.3283652350544
"730","2020-11-06","Sonora",2361,167,557,76.7868554953338,5.43134471313881,18.1153233845408
"731","2020-11-06","Tabasco",1284,25,300,49.9166694851702,0.971897770349887,11.6627732441986
"732","2020-11-06","Tamaulipas",1638,98,761,44.8693119655334,2.68448875007465,20.8458769266001
"733","2020-11-06","Tlaxcala",510,18,133,36.9562271605081,1.3043374291944,9.63760433793644
"734","2020-11-06","Veracruz de Ignacio de la Llave",1125,139,725,13.173514981858,1.6276609622029,8.48959854386406
"735","2020-11-06","Yucatán",1055,63,302,46.700054623571,2.78872364102841,13.3681672950886
"736","2020-11-06","Zacatecas",2766,187,477,165.983968084991,11.221620401986,28.6241333248521
"737","2020-11-20","Aguascalientes",2104,153,534,146.657512189512,10.6647335384959,37.2220111735738
"738","2020-11-20","Baja California",3352,463,1150,92.2179292342941,12.7377390320639,31.6380127146295
"739","2020-11-20","Baja California Sur",1083,26,166,134.582979167599,3.23098564945297,20.628600684969
"740","2020-11-20","Campeche",181,6,46,18.0888391862221,0.599630028272556,4.59716355008959
"741","2020-11-20","Chiapas",134,12,113,2.33841916233288,0.209410671253691,1.97195048763892
"742","2020-11-20","Chihuahua",2253,304,943,59.2662818523383,7.9968706982294,24.8060824619419
"743","2020-11-20","Ciudad de México",31674,1121,4394,351.2057520836,12.4298051425685,48.7212879540108
"744","2020-11-20","Coahuila de Zaragoza",3434,392,1225,106.688373017846,12.1787542874186,38.0586071481831
"745","2020-11-20","Colima",274,18,93,34.8976568898036,2.2925468029798,11.844825148729
"746","2020-11-20","Durango",2914,181,475,155.912586222763,9.6843438937269,25.4147146382336
"747","2020-11-20","Guanajuato",9004,524,1478,144.568834369619,8.41337952128834,23.7308681917255
"748","2020-11-20","Guerrero",843,63,299,23.0513791451466,1.72270093255544,8.1759933148266
"749","2020-11-20","Hidalgo",1892,232,715,61.3009142649042,7.51681401134132,23.1660431815045
"750","2020-11-20","Jalisco",4189,423,1574,49.8115686268215,5.02991012870505,18.7164977365999
"751","2020-11-20","México",9360,1120,4459,53.7073260579798,6.4265176479634,25.5855733859543
"752","2020-11-20","Michoacán de Ocampo",1760,114,515,36.4736526560176,2.36249795612841,10.6726881351415
"753","2020-11-20","Morelos",629,53,306,30.7721209476443,2.59288141530231,14.9702210015567
"754","2020-11-20","Nayarit",259,26,142,20.0997849555826,2.01773903029014,11.0199593192769
"755","2020-11-20","Nuevo León",5738,238,1566,102.278850505503,4.24230854310034,27.9136772205678
"756","2020-11-20","Oaxaca",1420,68,389,34.2697750478872,1.6410878191946,9.38798767156909
"757","2020-11-20","Puebla",2567,183,852,38.8677272342546,2.77085862246536,12.9003909636092
"758","2020-11-20","Querétaro",5132,233,603,225.123561338932,10.2209255245462,26.451579790993
"759","2020-11-20","Quintana Roo",573,33,160,33.2509506696324,1.91497621657569,9.28473317127605
"760","2020-11-20","San Luis Potosí",2739,200,592,95.5640020627031,6.97802132622878,20.6549431256372
"761","2020-11-20","Sinaloa",929,92,498,29.4297098781819,2.91445996640768,15.7760985138155
"762","2020-11-20","Sonora",3688,234,699,119.944906000335,7.61038720284121,22.7335925418205
"763","2020-11-20","Tabasco",1820,45,282,70.7541576814718,1.7494159866298,10.9630068495467
"764","2020-11-20","Tamaulipas",1703,134,804,46.6498402181339,3.67062747459186,22.0237648475512
"765","2020-11-20","Tlaxcala",473,37,172,34.2750891116085,2.68113804889961,12.4636687678576
"766","2020-11-20","Veracruz de Ignacio de la Llave",1276,132,618,14.9416934372007,1.54569242453801,7.23665089670067
"767","2020-11-20","Yucatán",1391,79,284,61.5732473757225,3.49697091494039,12.5713891119376
"768","2020-11-20","Zacatecas",2694,224,529,161.663344186901,13.4419410162828,31.7445839179177
"769","2020-12-04","Aguascalientes",1360,102,435,94.7976314532965,7.10982235899724,30.3213012369
"770","2020-12-04","Baja California",3814,590,1594,104.928156950954,16.2316760883751,43.8530367540169
"771","2020-12-04","Baja California Sur",1350,39,202,167.762716413904,4.84647847417945,25.1022731226731
"772","2020-12-04","Campeche",223,9,76,22.28624938413,0.899445042408834,7.59531369145237
"773","2020-12-04","Chiapas",273,11,157,4.76409277102147,0.19195978198255,2.73978961556913
"774","2020-12-04","Chihuahua",1187,160,746,31.2246234170997,4.20887931485758,19.6238998055235
"775","2020-12-04","Ciudad de México",54379,1592,5589,602.961974886471,17.6523191676798,61.9716154699514
"776","2020-12-04","Coahuila de Zaragoza",3393,326,1071,105.414574737784,10.1282497390267,33.2740965352687
"777","2020-12-04","Colima",271,14,90,34.5155657559737,1.78309195787318,11.462734014899
"778","2020-12-04","Durango",1689,116,360,90.369374787319,6.20654083796862,19.2616784626612
"779","2020-12-04","Guanajuato",9302,557,1731,149.353542570657,8.94322975831604,27.7930533422712
"780","2020-12-04","Guerrero",1135,98,441,31.0359612452448,2.67975700619735,12.0589065278881
"781","2020-12-04","Hidalgo",2508,347,920,81.2593514674311,11.2428209566183,29.8080555622156
"782","2020-12-04","Jalisco",4410,577,1960,52.4394885758612,6.86113036468751,23.3064393670494
"783","2020-12-04","México",15882,1590,5848,91.1303154329952,9.12335987523375,33.555602861866
"784","2020-12-04","Michoacán de Ocampo",2153,167,604,44.6180535047761,3.46085226906531,12.5170944342242
"785","2020-12-04","Morelos",811,59,324,39.6759778832107,2.88641516043087,15.8508222369424
"786","2020-12-04","Nayarit",279,33,170,21.6518919019596,2.5609764615221,13.1929090442048
"787","2020-12-04","Nuevo León",6530,262,1816,116.396112548089,4.67010436257264,32.3698836734043
"788","2020-12-04","Oaxaca",1880,66,444,45.3712514718506,1.59282053039476,10.7153381135647
"789","2020-12-04","Puebla",3514,212,1102,53.2065420729142,3.20995643695441,16.6857169505838
"790","2020-12-04","Querétaro",4773,257,719,209.375440037164,11.2737247202076,31.5401092366899
"791","2020-12-04","Quintana Roo",677,40,202,39.2860272309618,2.32118329281901,11.721975628736
"792","2020-12-04","San Luis Potosí",2232,140,593,77.8747180007132,4.88461492836014,20.6898332322683
"793","2020-12-04","Sinaloa",1028,83,493,32.565922233338,2.62934975230258,15.6177039504238
"794","2020-12-04","Sonora",3785,263,884,123.099639157068,8.55355484763777,28.7503516551779
"795","2020-12-04","Tabasco",3314,90,382,128.834768437581,3.49883197325959,14.8505979309463
"796","2020-12-04","Tamaulipas",1654,108,865,45.3075958430966,2.95841617355165,23.6947221307609
"797","2020-12-04","Tlaxcala",802,62,250,58.1154787896618,4.49271781166962,18.1157976277001
"798","2020-12-04","Veracruz de Ignacio de la Llave",1457,147,761,17.061165625393,1.72133929096278,8.91115102328351
"799","2020-12-04","Yucatán",1296,80,309,57.3680291868702,3.54123636955989,13.6780254774251
"800","2020-12-04","Zacatecas",1902,125,395,114.136481307901,7.50108315640778,23.7034227742486
"801","2020-12-18","Aguascalientes",982,39,344,68.449466240542,2.71846149020483,23.9782244264221
"802","2020-12-18","Baja California",2790,328,1403,76.7565699772316,9.02371145252042,38.598375511848
"803","2020-12-18","Baja California Sur",1588,28,251,197.338661974281,3.4795230071032,31.1914383851037
"804","2020-12-18","Campeche",167,6,86,16.6897024535861,0.599630028272556,8.59469707190663
"805","2020-12-18","Chiapas",284,25,152,4.95605255300402,0.436272231778523,2.65253516921342
"806","2020-12-18","Chihuahua",699,80,637,18.3875415067841,2.10443965742879,16.7566007722767
"807","2020-12-18","Ciudad de México",46155,1234,5858,511.773110040366,13.682764982988,64.9543251785606
"808","2020-12-18","Coahuila de Zaragoza",3133,233,1046,97.3368295471492,7.2389024208381,32.4973902669384
"809","2020-12-18","Colima",356,18,114,45.3414812144894,2.2925468029798,14.5194630855387
"810","2020-12-18","Durango",1243,79,299,66.5062953585775,4.22686832930622,15.9978940564881
"811","2020-12-18","Guanajuato",7441,426,1802,119.473200415852,6.83988487799395,28.9330341552702
"812","2020-12-18","Guerrero",1137,53,444,31.0906501637386,1.44925634008632,12.1409399056288
"813","2020-12-18","Hidalgo",2214,259,909,71.7337337116796,8.39161564197156,29.4516548978847
"814","2020-12-18","Jalisco",4666,496,2261,55.4835949421697,5.89795608472271,26.8856425555606
"815","2020-12-18","México",13288,1339,6333,76.2460415233372,7.68313136662767,36.3385145219216
"816","2020-12-18","Michoacán de Ocampo",2339,125,790,48.4726554331961,2.59045828522852,16.3716963626443
"817","2020-12-18","Morelos",1272,60,474,62.2291539672553,2.93533745128563,23.1891658651565
"818","2020-12-18","Nayarit",330,30,214,25.609764615221,2.32816041956555,16.6075443262343
"819","2020-12-18","Nuevo León",6826,248,1976,121.672260988248,4.4205568012138,35.2218558032196
"820","2020-12-18","Oaxaca",1941,81,517,46.8434037802458,1.95482519639356,12.4770941547589
"821","2020-12-18","Puebla",4024,184,1374,60.9286070863422,2.78599992641326,20.8041516244121
"822","2020-12-18","Querétaro",3519,169,686,154.366682063855,7.41346100278246,30.0925103426554
"823","2020-12-18","Quintana Roo",735,50,243,42.6517430055494,2.90147911602377,14.1011885038755
"824","2020-12-18","San Luis Potosí",2035,117,733,71.0013669943778,4.08214247584383,25.5744481606285
"825","2020-12-18","Sinaloa",1003,63,518,31.7739494163794,1.99577149873569,16.4096767673824
"826","2020-12-18","Sonora",3312,195,986,107.716249640214,6.34198933570101,32.0676999230831
"827","2020-12-18","Tabasco",3296,48,386,128.135002042929,1.86604371907178,15.0061015742023
"828","2020-12-18","Tamaulipas",1785,107,913,48.8960450906453,2.93102343120395,25.0095737634505
"829","2020-12-18","Tlaxcala",1137,83,361,82.3906476107799,6.01444481239642,26.1592117743989
"830","2020-12-18","Veracruz de Ignacio de la Llave",1780,139,912,20.8434281490731,1.6276609622029,10.6793294786262
"831","2020-12-18","Yucatán",1054,32,278,46.6557891689515,1.41649454782395,12.3057963842206
"832","2020-12-18","Zacatecas",1364,91,369,81.8518194027218,5.46078853786487,22.1431974777158
"833","2021-01-01","Aguascalientes",318,6,198,22.1659167662855,0.418224844646896,13.8014198733476
"834","2021-01-01","Baja California",895,50,536,24.622627286603,1.37556577020128,14.7460650565578
"835","2021-01-01","Baja California Sur",1127,2,169,140.050801035904,0.248537357650228,21.0014067214443
"836","2021-01-01","Campeche",53,1,40,5.29673191640758,0.099938338045426,3.99753352181704
"837","2021-01-01","Chiapas",121,10,100,2.11155760180805,0.174508892711409,1.74508892711409
"838","2021-01-01","Chihuahua",189,8,319,4.97173869067552,0.210443965742879,8.3914531339973
"839","2021-01-01","Ciudad de México",28448,157,2349,315.435411860651,1.74083800837044,26.0460412844723
"840","2021-01-01","Coahuila de Zaragoza",1629,55,591,50.6101804444003,1.70875379032659,18.3613361833275
"841","2021-01-01","Colima",225,7,82,28.6568350372475,0.891545978936589,10.4438243246858
"842","2021-01-01","Durango",677,10,198,36.2226564422824,0.535046623962812,10.5939231544637
"843","2021-01-01","Guanajuato",3619,86,1061,58.1069093273712,1.38082182982977,17.03548792383
"844","2021-01-01","Guerrero",278,9,261,7.60175967064146,0.246100133222205,7.13690386344396
"845","2021-01-01","Hidalgo",1322,61,532,42.832879840488,1.97640368401647,17.2368321294551
"846","2021-01-01","Jalisco",2430,99,1307,28.8952283989439,1.17721300884586,15.5415899248641
"847","2021-01-01","México",6015,198,2979,34.5138425468748,1.13611651276496,17.0933893511455
"848","2021-01-01","Michoacán de Ocampo",691,20,448,14.3200534007433,0.414473325636564,9.28420249425903
"849","2021-01-01","Morelos",625,14,320,30.5764317842253,0.684912071966647,15.6551330735234
"850","2021-01-01","Nayarit",311,13,188,24.1352630161629,1.00886951514507,14.5898052959441
"851","2021-01-01","Nuevo León",4738,60,1102,84.4540246941572,1.06948954868076,19.6429580441033
"852","2021-01-01","Oaxaca",597,21,373,14.4077857067526,0.506806532398332,9.00184936117037
"853","2021-01-01","Puebla",1330,38,743,20.1379342507046,0.57536955002013,11.2499888332883
"854","2021-01-01","Querétaro",1837,46,421,80.5830051012508,2.01786512501771,18.4678525572273
"855","2021-01-01","Quintana Roo",389,7,152,22.5735075226649,0.406207076243327,8.82049651271225
"856","2021-01-01","San Luis Potosí",754,15,346,26.3071403998825,0.523351599467158,12.0719768943758
"857","2021-01-01","Sinaloa",481,14,292,15.2375569982836,0.443504777496821,9.25024250207655
"858","2021-01-01","Sonora",892,23,404,29.0105358330528,0.748029511390375,13.1393009826831
"859","2021-01-01","Tabasco",1875,9,191,72.8923327762415,0.349883197325959,7.42529896547314
"860","2021-01-01","Tamaulipas",431,14,530,11.8062719518589,0.383498392867806,14.5181534442812
"861","2021-01-01","Tlaxcala",596,14,178,43.188061544437,1.0144846671512,12.8984479109224
"862","2021-01-01","Veracruz de Ignacio de la Llave",643,28,622,7.5293956740753,0.327874150659577,7.28349006108061
"863","2021-01-01","Yucatán",694,6,182,30.720225505932,0.265592727716991,8.05631274074874
"864","2021-01-01","Zacatecas",920,21,199,55.2079720311613,1.26018197027651,11.9417243850012
